Clinic_ID,Province,City,Area,Clinic_Name,Clinic_Type,Latitude,Longitude,Phone,Operating_Hours,Services,Treatable_Conditions,Emergency_Services,Wheelchair_Access,Has_Pharmacy
176,Western Cape,George,George,George Mobile Clinic,Mobile Clinic,-34.179886,18.785292,010 635 4216,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","Primary Care, HIV/TB Testing, Immunizations, Health Education","flu, cold, fever, malaria, tb, hiv",No,Yes,Yes
177,Western Cape,George,George,George Health Centre,Health Centre,-33.637233,18.47499,010 810 9818,"Mon-Fri 08:00-16:00, Sat-Sun Closed","Comprehensive Care, HIV/TB Services, Maternal Health, Chronic Disease Management","diabetes, hypertension, asthma, arthritis, tb, hiv",No,Yes,Yes
178,Western Cape,George,George,George Medical Centre,Health Centre,-34.133962,18.968239,012 746 6110,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","Comprehensive Care, HIV/TB Services, Maternal Health, Chronic Disease Management","diabetes, hypertension, asthma, arthritis, tb, hiv",No,Yes,No
179,Eastern Cape,Port Elizabeth,Port Elizabeth,Port Elizabeth Community Health Centre,Community Health Centre,-33.4677,26.773117,011 481 5158,"Mon-Fri 07:00-18:00, Sat 08:00-14:00","General Consultation, HIV/TB Testing, Immunizations, Maternal Health, Child Health","flu, cold, fever, headache, diarrhea, malaria, tb, hiv",No,Yes,No
180,Eastern Cape,Port Elizabeth,Port Elizabeth,Port Elizabeth Medical Centre,Health Centre,-33.331246,26.747313,011 554 6189,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","Comprehensive Care, HIV/TB Services, Maternal Health, Chronic Disease Management","diabetes, hypertension, asthma, arthritis, tb, hiv",No,Yes,Yes
181,Eastern Cape,Port Elizabeth,Port Elizabeth,Port Elizabeth Primary Care Clinic,Primary Care Clinic,-32.251754,26.1266,011 902 5440,24 Hours Emergency Services,"General Consultation, Immunizations, Health Screening, Family Planning","flu, cold, fever, headache, diarrhea, allergy, asthma",Yes,Yes,No
182,Eastern Cape,Port Elizabeth,Port Elizabeth,Port Elizabeth Mobile Clinic,Mobile Clinic,-33.748962,27.95528,011 583 3018,24 Hours Emergency Services,"Primary Care, HIV/TB Testing, Immunizations, Health Education","flu, cold, fever, malaria, tb, hiv",Yes,Yes,Yes
183,Eastern Cape,East London,East London,East London Community Health Centre,Community Health Centre,-32.225439,26.344742,011 707 7807,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","General Consultation, HIV/TB Testing, Immunizations, Maternal Health, Child Health","flu, cold, fever, headache, diarrhea, malaria, tb, hiv",No,Limited,Yes
184,Eastern Cape,East London,East London,East London Medical Centre,Health Centre,-32.072586,27.422165,012 956 4298,"Mon-Fri 08:00-16:00, Sat-Sun Closed","Comprehensive Care, HIV/TB Services, Maternal Health, Chronic Disease Management","diabetes, hypertension, asthma, arthritis, tb, hiv",No,Limited,No
185,Eastern Cape,Mthatha,Mthatha,Mthatha Medical Centre,Primary Care Clinic,-33.048783,26.662088,012 546 5449,"Mon-Fri 07:00-18:00, Sat 08:00-14:00","General Consultation, Immunizations, Health Screening, Family Planning","flu, cold, fever, headache, diarrhea, allergy, asthma",No,Yes,No
186,Eastern Cape,Mthatha,Mthatha,Mthatha Medical Centre,Primary Care Clinic,-33.380223,25.597138,012 198 8458,"Mon-Fri 08:00-16:00, Sat-Sun Closed","General Consultation, Immunizations, Health Screening, Family Planning","flu, cold, fever, headache, diarrhea, allergy, asthma",No,Yes,Yes
187,Eastern Cape,Mthatha,Mthatha,Mthatha Medical Centre,District Hospital,-32.792606,25.119857,010 356 7286,"Mon-Fri 08:00-16:00, Sat-Sun Closed","Emergency Care, General Surgery, Maternity, Pediatrics, Specialist Referral","malaria, typhoid, tb, hiv, pneumonia, stroke, diabetes, hypertension",Yes,Yes,Yes
188,Eastern Cape,Queenstown,Queenstown,Queenstown Medical Centre,Community Health Centre,-33.782105,26.105244,011 816 2322,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","General Consultation, HIV/TB Testing, Immunizations, Maternal Health, Child Health","flu, cold, fever, headache, diarrhea, malaria, tb, hiv",No,Limited,No
189,Eastern Cape,Queenstown,Queenstown,Queenstown Medical Centre,Health Centre,-33.561071,26.549592,012 148 3230,"Mon-Fri 08:00-16:00, Sat-Sun Closed","Comprehensive Care, HIV/TB Services, Maternal Health, Chronic Disease Management","diabetes, hypertension, asthma, arthritis, tb, hiv",No,Limited,Yes
190,Eastern Cape,Grahamstown,Grahamstown,Grahamstown Medical Centre,Community Health Centre,-32.240008,26.521882,012 750 5333,"Mon-Fri 07:00-18:00, Sat 08:00-14:00","General Consultation, HIV/TB Testing, Immunizations, Maternal Health, Child Health","flu, cold, fever, headache, diarrhea, malaria, tb, hiv",No,Yes,Yes
191,Eastern Cape,Grahamstown,Grahamstown,Grahamstown Medical Centre,Primary Care Clinic,-32.210738,27.393911,011 251 5615,"Mon-Fri 08:00-16:00, Sat-Sun Closed","General Consultation, Immunizations, Health Screening, Family Planning","flu, cold, fever, headache, diarrhea, allergy, asthma",No,Yes,Yes
192,Eastern Cape,Uitenhage,Uitenhage,Uitenhage Medical Centre,Community Health Centre,-31.620503,26.998686,012 754 4436,"Mon-Fri 07:00-18:00, Sat 08:00-14:00","General Consultation, HIV/TB Testing, Immunizations, Maternal Health, Child Health","flu, cold, fever, headache, diarrhea, malaria, tb, hiv",No,Yes,No
193,Eastern Cape,Uitenhage,Uitenhage,Uitenhage Primary Care Clinic,Primary Care Clinic,-33.053481,25.715581,012 971 5155,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","General Consultation, Immunizations, Health Screening, Family Planning","flu, cold, fever, headache, diarrhea, allergy, asthma",No,Limited,Yes
194,Eastern Cape,Uitenhage,Uitenhage,Uitenhage Medical Centre,Community Health Centre,-31.622053,26.788873,010 478 8037,24 Hours Emergency Services,"General Consultation, HIV/TB Testing, Immunizations, Maternal Health, Child Health","flu, cold, fever, headache, diarrhea, malaria, tb, hiv",Yes,Yes,Yes
195,Eastern Cape,Uitenhage,Uitenhage,Uitenhage District Hospital,District Hospital,-32.945686,27.086867,012 210 8170,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","Emergency Care, General Surgery, Maternity, Pediatrics, Specialist Referral","malaria, typhoid, tb, hiv, pneumonia, stroke, diabetes, hypertension",Yes,Yes,No
196,Limpopo,Polokwane,Polokwane,Polokwane Medical Centre,Community Health Centre,-22.218206,30.817348,011 506 3774,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","General Consultation, HIV/TB Testing, Immunizations, Maternal Health, Child Health","flu, cold, fever, headache, diarrhea, malaria, tb, hiv",No,Yes,Yes
197,Limpopo,Polokwane,Polokwane,Polokwane Health Centre,Health Centre,-24.477922,28.812183,010 359 6153,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","Comprehensive Care, HIV/TB Services, Maternal Health, Chronic Disease Management","diabetes, hypertension, asthma, arthritis, tb, hiv",No,Limited,Yes
198,Limpopo,Polokwane,Polokwane,Polokwane Mobile Clinic,Mobile Clinic,-24.470659,29.394321,010 599 2207,24 Hours Emergency Services,"Primary Care, HIV/TB Testing, Immunizations, Health Education","flu, cold, fever, malaria, tb, hiv",Yes,Yes,No
199,Limpopo,Polokwane,Polokwane,Polokwane Primary Care Clinic,Primary Care Clinic,-24.70908,29.106489,012 527 8686,"Mon-Fri 08:00-16:00, Sat-Sun Closed","General Consultation, Immunizations, Health Screening, Family Planning","flu, cold, fever, headache, diarrhea, allergy, asthma",No,Yes,Yes
200,Limpopo,Thohoyandou,Thohoyandou,Thohoyandou Medical Centre,Mobile Clinic,-22.550897,29.298559,010 779 4405,24 Hours Emergency Services,"Primary Care, HIV/TB Testing, Immunizations, Health Education","flu, cold, fever, malaria, tb, hiv",Yes,Yes,No
201,Limpopo,Thohoyandou,Thohoyandou,Thohoyandou Primary Care Clinic,Primary Care Clinic,-22.339159,29.65762,012 757 8657,"Mon-Fri 08:00-16:00, Sat-Sun Closed","General Consultation, Immunizations, Health Screening, Family Planning","flu, cold, fever, headache, diarrhea, allergy, asthma",No,Yes,No
202,Limpopo,Giyani,Giyani,Giyani Medical Centre,District Hospital,-24.110204,29.476912,010 588 5440,24 Hours Emergency Services,"Emergency Care, General Surgery, Maternity, Pediatrics, Specialist Referral","malaria, typhoid, tb, hiv, pneumonia, stroke, diabetes, hypertension",Yes,Yes,Yes
203,Limpopo,Giyani,Giyani,Giyani Health Centre,Health Centre,-24.457098,30.263764,012 297 5031,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","Comprehensive Care, HIV/TB Services, Maternal Health, Chronic Disease Management","diabetes, hypertension, asthma, arthritis, tb, hiv",No,Yes,No
204,Limpopo,Lebowakgomo,Lebowakgomo,Lebowakgomo Medical Centre,Mobile Clinic,-24.338959,29.493573,010 193 2612,24 Hours Emergency Services,"Primary Care, HIV/TB Testing, Immunizations, Health Education","flu, cold, fever, malaria, tb, hiv",Yes,Limited,No
205,Limpopo,Lebowakgomo,Lebowakgomo,Lebowakgomo Primary Care Clinic,Primary Care Clinic,-23.565513,30.307661,010 124 8602,"Mon-Fri 07:00-18:00, Sat 08:00-14:00","General Consultation, Immunizations, Health Screening, Family Planning","flu, cold, fever, headache, diarrhea, allergy, asthma",No,Yes,No
206,Limpopo,Lebowakgomo,Lebowakgomo,Lebowakgomo Medical Centre,District Hospital,-24.184417,28.199072,011 100 4089,"Mon-Fri 07:00-18:00, Sat 08:00-14:00","Emergency Care, General Surgery, Maternity, Pediatrics, Specialist Referral","malaria, typhoid, tb, hiv, pneumonia, stroke, diabetes, hypertension",Yes,Limited,Yes
207,Limpopo,Lebowakgomo,Lebowakgomo,Lebowakgomo Mobile Clinic,Mobile Clinic,-24.312725,28.70819,010 493 9176,"Mon-Fri 07:00-18:00, Sat 08:00-14:00","Primary Care, HIV/TB Testing, Immunizations, Health Education","flu, cold, fever, malaria, tb, hiv",No,Yes,Yes
208,Limpopo,Mokopane,Mokopane,Mokopane District Hospital,District Hospital,-23.380765,30.861218,010 116 3295,24 Hours Emergency Services,"Emergency Care, General Surgery, Maternity, Pediatrics, Specialist Referral","malaria, typhoid, tb, hiv, pneumonia, stroke, diabetes, hypertension",Yes,Yes,Yes
209,Limpopo,Mokopane,Mokopane,Mokopane Primary Care Clinic,Primary Care Clinic,-23.653639,29.416374,012 763 8385,24 Hours Emergency Services,"General Consultation, Immunizations, Health Screening, Family Planning","flu, cold, fever, headache, diarrhea, allergy, asthma",Yes,Yes,No
210,Limpopo,Mokopane,Mokopane,Mokopane Health Centre,Health Centre,-24.550462,30.687238,010 692 1474,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","Comprehensive Care, HIV/TB Services, Maternal Health, Chronic Disease Management","diabetes, hypertension, asthma, arthritis, tb, hiv",No,Yes,Yes
211,Limpopo,Louis Trichardt,Louis Trichardt,Louis Trichardt Community Health Centre,Community Health Centre,-22.130826,28.084792,011 305 5318,"Mon-Fri 08:00-16:00, Sat-Sun Closed","General Consultation, HIV/TB Testing, Immunizations, Maternal Health, Child Health","flu, cold, fever, headache, diarrhea, malaria, tb, hiv",No,Limited,Yes
212,Limpopo,Louis Trichardt,Louis Trichardt,Louis Trichardt Medical Centre,Community Health Centre,-23.306534,28.323751,011 658 4336,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","General Consultation, HIV/TB Testing, Immunizations, Maternal Health, Child Health","flu, cold, fever, headache, diarrhea, malaria, tb, hiv",No,Yes,Yes
213,Limpopo,Louis Trichardt,Louis Trichardt,Louis Trichardt Medical Centre,Health Centre,-24.33791,30.016189,011 185 4555,"Mon-Fri 07:00-18:00, Sat 08:00-14:00","Comprehensive Care, HIV/TB Services, Maternal Health, Chronic Disease Management","diabetes, hypertension, asthma, arthritis, tb, hiv",No,Limited,No
214,Limpopo,Louis Trichardt,Louis Trichardt,Louis Trichardt Medical Centre,Community Health Centre,-24.344446,30.577498,010 470 7885,"Mon-Fri 08:00-16:00, Sat-Sun Closed","General Consultation, HIV/TB Testing, Immunizations, Maternal Health, Child Health","flu, cold, fever, headache, diarrhea, malaria, tb, hiv",No,Yes,Yes
215,Mpumalanga,Nelspruit,Nelspruit,Nelspruit Medical Centre,District Hospital,-25.911339,28.829539,011 305 3593,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","Emergency Care, General Surgery, Maternity, Pediatrics, Specialist Referral","malaria, typhoid, tb, hiv, pneumonia, stroke, diabetes, hypertension",Yes,Yes,Yes
216,Mpumalanga,Nelspruit,Nelspruit,Nelspruit Medical Centre,Health Centre,-26.792398,29.92151,012 116 2592,"Mon-Fri 08:00-16:00, Sat-Sun Closed","Comprehensive Care, HIV/TB Services, Maternal Health, Chronic Disease Management","diabetes, hypertension, asthma, arthritis, tb, hiv",No,Limited,No
217,Mpumalanga,Witbank,Witbank,Witbank Community Health Centre,Community Health Centre,-25.629155,29.387963,012 498 7251,24 Hours Emergency Services,"General Consultation, HIV/TB Testing, Immunizations, Maternal Health, Child Health","flu, cold, fever, headache, diarrhea, malaria, tb, hiv",Yes,Yes,Yes
218,Mpumalanga,Witbank,Witbank,Witbank Primary Care Clinic,Primary Care Clinic,-26.888671,30.693208,010 442 6689,"Mon-Fri 08:00-16:00, Sat-Sun Closed","General Consultation, Immunizations, Health Screening, Family Planning","flu, cold, fever, headache, diarrhea, allergy, asthma",No,Yes,Yes
219,Mpumalanga,Standerton,Standerton,Standerton District Hospital,District Hospital,-24.191637,29.917916,011 248 4560,"Mon-Fri 08:00-16:00, Sat-Sun Closed","Emergency Care, General Surgery, Maternity, Pediatrics, Specialist Referral","malaria, typhoid, tb, hiv, pneumonia, stroke, diabetes, hypertension",Yes,Yes,No
220,Mpumalanga,Standerton,Standerton,Standerton Health Centre,Health Centre,-26.346216,29.055275,012 951 6830,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","Comprehensive Care, HIV/TB Services, Maternal Health, Chronic Disease Management","diabetes, hypertension, asthma, arthritis, tb, hiv",No,Yes,Yes
221,Mpumalanga,Secunda,Secunda,Secunda Medical Centre,Health Centre,-24.514252,29.93929,012 307 7621,24 Hours Emergency Services,"Comprehensive Care, HIV/TB Services, Maternal Health, Chronic Disease Management","diabetes, hypertension, asthma, arthritis, tb, hiv",Yes,Yes,Yes
222,Mpumalanga,Secunda,Secunda,Secunda Medical Centre,Primary Care Clinic,-25.408753,29.698805,010 649 2987,24 Hours Emergency Services,"General Consultation, Immunizations, Health Screening, Family Planning","flu, cold, fever, headache, diarrhea, allergy, asthma",Yes,Yes,Yes
223,Mpumalanga,Secunda,Secunda,Secunda Health Centre,Health Centre,-24.118191,28.460361,012 297 8631,24 Hours Emergency Services,"Comprehensive Care, HIV/TB Services, Maternal Health, Chronic Disease Management","diabetes, hypertension, asthma, arthritis, tb, hiv",Yes,Yes,No
224,Mpumalanga,Secunda,Secunda,Secunda Medical Centre,District Hospital,-25.448026,30.416036,012 510 1327,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","Emergency Care, General Surgery, Maternity, Pediatrics, Specialist Referral","malaria, typhoid, tb, hiv, pneumonia, stroke, diabetes, hypertension",Yes,Yes,No
225,Mpumalanga,Malelane,Malelane,Malelane Primary Care Clinic,Primary Care Clinic,-26.761792,29.801905,012 942 4553,"Mon-Fri 08:00-16:00, Sat-Sun Closed","General Consultation, Immunizations, Health Screening, Family Planning","flu, cold, fever, headache, diarrhea, allergy, asthma",No,Yes,Yes
226,Mpumalanga,Malelane,Malelane,Malelane Medical Centre,District Hospital,-24.378238,29.526804,011 518 7334,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","Emergency Care, General Surgery, Maternity, Pediatrics, Specialist Referral","malaria, typhoid, tb, hiv, pneumonia, stroke, diabetes, hypertension",Yes,Yes,No
227,Mpumalanga,Malelane,Malelane,Malelane Primary Care Clinic,Primary Care Clinic,-25.489876,30.180679,010 312 5741,"Mon-Fri 07:00-18:00, Sat 08:00-14:00","General Consultation, Immunizations, Health Screening, Family Planning","flu, cold, fever, headache, diarrhea, allergy, asthma",No,Yes,Yes
228,Mpumalanga,Malelane,Malelane,Malelane Mobile Clinic,Mobile Clinic,-24.28134,30.321419,012 773 9414,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","Primary Care, HIV/TB Testing, Immunizations, Health Education","flu, cold, fever, malaria, tb, hiv",No,Limited,No
229,Mpumalanga,Barberton,Barberton,Barberton Medical Centre,Community Health Centre,-26.749701,30.336592,011 652 9365,"Mon-Fri 07:00-18:00, Sat 08:00-14:00","General Consultation, HIV/TB Testing, Immunizations, Maternal Health, Child Health","flu, cold, fever, headache, diarrhea, malaria, tb, hiv",No,Yes,Yes
230,Mpumalanga,Barberton,Barberton,Barberton District Hospital,District Hospital,-26.580309,29.842547,011 984 4752,"Mon-Fri 08:00-16:00, Sat-Sun Closed","Emergency Care, General Surgery, Maternity, Pediatrics, Specialist Referral","malaria, typhoid, tb, hiv, pneumonia, stroke, diabetes, hypertension",Yes,Yes,No
231,Mpumalanga,Nkomazi,Driekoppies,Driekoppies Health Clinic,,,,013 800 5545,,"General consultation, HIV Testing, Pregnancy.",,,,
