Clinic_Name,Province,District,City,Area,Phone,Phone_Status,Clinic_Type,Services,Latitude,Longitude,Geocode_Status
Mamelodi Clinic,Gauteng,Tshwane,Pretoria,Mamelodi,012 841 4000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Atteridgeville Clinic,Gauteng,Tshwane,Pretoria,Atteridgeville,012 373 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Soshanguve CHC,Gauteng,Tshwane,Pretoria,Soshanguve,012 799 3000,available,CHC,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Ga-Rankuwa Clinic,Gauteng,Tshwane,Ga-Rankuwa,Ga-Rankuwa,012 799 5000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Mabopane Clinic,Gauteng,Tshwane,Mabopane,Mabopane,012 799 7000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Hammanskraal Clinic,Gauteng,Tshwane,Hammanskraal,Hammanskraal,012 711 3000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Phedisong 1 Clinic,Gauteng,Tshwane,Ga-Rankuwa,Phedisong,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Laudium Clinic,Gauteng,Tshwane,Pretoria,Laudium,012 374 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Eersterust Clinic,Gauteng,Tshwane,Pretoria,Eersterust,012 806 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Centurion Clinic,Gauteng,Tshwane,Centurion,Centurion,012 663 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Olievenhoutbosch Clinic,Gauteng,Tshwane,Centurion,Olievenhoutbosch,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Ekangala Clinic,Gauteng,Tshwane,Ekangala,Ekangala,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Bronkhorstspruit Clinic,Gauteng,Tshwane,Bronkhorstspruit,CBD,013 932 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Cullinan Clinic,Gauteng,Tshwane,Cullinan,Cullinan,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Springs Clinic,Gauteng,Ekurhuleni,Springs,CBD,011 812 1000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
KwaThema Clinic,Gauteng,Ekurhuleni,Springs,KwaThema,011 730 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Tsakane Clinic,Gauteng,Ekurhuleni,Brakpan,Tsakane,011 732 3000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Daveyton Clinic,Gauteng,Ekurhuleni,Benoni,Daveyton,011 968 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Etwatwa Clinic,Gauteng,Ekurhuleni,Benoni,Etwatwa,011 968 4000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Tembisa CHC,Gauteng,Ekurhuleni,Tembisa,Tembisa,011 923 2000,available,CHC,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Ivory Park Clinic,Gauteng,Ekurhuleni,Tembisa,Ivory Park,011 923 3000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Kempton Park Clinic,Gauteng,Ekurhuleni,Kempton Park,CBD,011 974 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Germiston Clinic,Gauteng,Ekurhuleni,Germiston,CBD,011 999 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Katlehong Clinic,Gauteng,Ekurhuleni,Katlehong,Katlehong,011 866 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Vosloorus Clinic,Gauteng,Ekurhuleni,Vosloorus,Vosloorus,011 860 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Alberton Clinic,Gauteng,Ekurhuleni,Alberton,CBD,011 864 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Boksburg Clinic,Gauteng,Ekurhuleni,Boksburg,CBD,011 917 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Benoni Clinic,Gauteng,Ekurhuleni,Benoni,CBD,011 421 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Nigel Clinic,Gauteng,Ekurhuleni,Nigel,CBD,011 814 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Heidelberg Clinic,Gauteng,Sedibeng,Heidelberg,CBD,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Vereeniging Clinic,Gauteng,Sedibeng,Vereeniging,CBD,016 450 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Sebokeng Clinic,Gauteng,Sedibeng,Sebokeng,Sebokeng,016 988 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Evaton Clinic,Gauteng,Sedibeng,Evaton,Evaton,016 580 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Sharpeville Clinic,Gauteng,Sedibeng,Sharpeville,Sharpeville,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Bungeni CHC,Limpopo,Vhembe,Bungeni,Bungeni,,to_verify,CHC,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Damani Clinic,Limpopo,Vhembe,Damani,Damani,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Davhana Clinic,Limpopo,Vhembe,Davhana,Davhana,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Tswinga Clinic,Limpopo,Vhembe,Thohoyandou,Tswinga,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Thohoyandou CHC,Limpopo,Vhembe,Thohoyandou,CBD,015 960 2000,available,CHC,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Sibasa Clinic,Limpopo,Vhembe,Sibasa,Sibasa,015 960 1000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Louis Trichardt Clinic,Limpopo,Vhembe,Louis Trichardt,CBD,015 516 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Makhado Clinic,Limpopo,Vhembe,Makhado,Makhado,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Musina Clinic,Limpopo,Vhembe,Musina,CBD,015 534 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Vuwani Clinic,Limpopo,Vhembe,Vuwani,Vuwani,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Mutale Clinic,Limpopo,Vhembe,Mutale,Mutale,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Malamulele Clinic,Limpopo,Vhembe,Malamulele,Malamulele,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Giyani Clinic,Limpopo,Mopani,Giyani,CBD,015 812 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Tzaneen Clinic,Limpopo,Mopani,Tzaneen,CBD,015 307 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Phalaborwa Clinic,Limpopo,Mopani,Phalaborwa,CBD,015 780 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Lenyenye Clinic,Limpopo,Mopani,Lenyenye,Lenyenye,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Nkowankowa Clinic,Limpopo,Mopani,Nkowankowa,Nkowankowa,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Hoedspruit Clinic,Limpopo,Mopani,Hoedspruit,Hoedspruit,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Maruleng Clinic,Limpopo,Mopani,Maruleng,Maruleng,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Ba-Phalaborwa Clinic,Limpopo,Mopani,Phalaborwa,Namakgale,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Polokwane CHC,Limpopo,Capricorn,Polokwane,CBD,015 290 2000,available,CHC,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Seshego Clinic,Limpopo,Capricorn,Polokwane,Seshego,015 223 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Mankweng Clinic,Limpopo,Capricorn,Mankweng,Mankweng,015 268 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Ga-Molepo Clinic,Limpopo,Capricorn,Ga-Molepo,Ga-Molepo,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Rethabile CHC,Limpopo,Capricorn,Lebowakgomo,Rethabile,,to_verify,CHC,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Lebowakgomo Clinic,Limpopo,Capricorn,Lebowakgomo,CBD,015 633 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Chuene Clinic,Limpopo,Capricorn,Chuene,Chuene,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Moletji Clinic,Limpopo,Capricorn,Moletji,Moletji,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Seobi Dikgale Clinic,Limpopo,Capricorn,Dikgale,Dikgale,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
J Mamabolo Clinic,Limpopo,Capricorn,Mamabolo,Mamabolo,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Bokamoso CHC,Limpopo,Capricorn,Molepolole,Bokamoso,,to_verify,CHC,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Mokopane Clinic,Limpopo,Waterberg,Mokopane,CBD,015 491 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Mahwelereng Clinic,Limpopo,Waterberg,Mahwelereng,Mahwelereng,015 483 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Bela-Bela Clinic,Limpopo,Waterberg,Bela-Bela,CBD,014 736 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Modimolle Clinic,Limpopo,Waterberg,Modimolle,CBD,014 717 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Thabazimbi Clinic,Limpopo,Waterberg,Thabazimbi,CBD,014 777 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Lephalale Clinic,Limpopo,Waterberg,Lephalale,CBD,014 763 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Alma Clinic,Limpopo,Waterberg,Alma,Alma,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Bavaria Clinic,Limpopo,Waterberg,Bavaria,Bavaria,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Roedtan Clinic,Limpopo,Waterberg,Roedtan,Roedtan,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Tolwe Clinic,Limpopo,Waterberg,Tolwe,Tolwe,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Marken Clinic,Limpopo,Waterberg,Marken,Marken,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Mookgophong Clinic,Limpopo,Waterberg,Mookgophong,Mookgophong,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Jane Furse Clinic,Limpopo,Sekhukhune,Jane Furse,Jane Furse,013 265 1000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Groblersdal Clinic,Limpopo,Sekhukhune,Groblersdal,CBD,013 262 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Burgersfort Clinic,Limpopo,Sekhukhune,Burgersfort,CBD,013 231 7000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Motetema Clinic,Limpopo,Sekhukhune,Motetema,Motetema,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Marble Hall Clinic,Limpopo,Sekhukhune,Marble Hall,CBD,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Dennilton Clinic,Limpopo,Sekhukhune,Dennilton,Dennilton,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Zaaiplaas Clinic,Limpopo,Sekhukhune,Zaaiplaas,Zaaiplaas,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Ohrigstad Clinic,Limpopo,Sekhukhune,Ohrigstad,Ohrigstad,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Penge Clinic,Limpopo,Sekhukhune,Penge,Penge,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Nelspruit Clinic,Mpumalanga,Ehlanzeni,Mbombela,Riverside,013 766 8800,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Nkwalini Clinic,Mpumalanga,Ehlanzeni,Mbombela,Matsulu,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Phola-Nzikasi Clinic,Mpumalanga,Ehlanzeni,Mbombela,Phola,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Kanyamazane Clinic,Mpumalanga,Ehlanzeni,Mbombela,Kanyamazane,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Pienaar Clinic,Mpumalanga,Ehlanzeni,Pienaar,Pienaar,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
White River Clinic,Mpumalanga,Ehlanzeni,White River,CBD,013 751 1000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Hazyview Clinic,Mpumalanga,Ehlanzeni,Hazyview,Hazyview,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Sabie Clinic,Mpumalanga,Ehlanzeni,Sabie,Sabie,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Graskop Clinic,Mpumalanga,Ehlanzeni,Graskop,Graskop,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Pilgrim's Rest Clinic,Mpumalanga,Ehlanzeni,Pilgrim's Rest,Pilgrim's Rest,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Barberton Clinic,Mpumalanga,Ehlanzeni,Barberton,CBD,013 712 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Matsulu Clinic,Mpumalanga,Ehlanzeni,Matsulu,Matsulu,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Malelane Clinic,Mpumalanga,Ehlanzeni,Malelane,CBD,013 790 1000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Komatipoort Clinic,Mpumalanga,Ehlanzeni,Komatipoort,CBD,013 793 7000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Tonga Clinic,Mpumalanga,Ehlanzeni,Tonga,Tonga,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Nkomazi Clinic,Mpumalanga,Ehlanzeni,Nkomazi,Nkomazi,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Langloop Clinic,Mpumalanga,Ehlanzeni,Esidzakaneni,Langloop,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Mangweni Clinic,Mpumalanga,Ehlanzeni,Mangweni,Mangweni,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Agincourt CHC,Mpumalanga,Ehlanzeni,Agincourt,Agincourt,,to_verify,CHC,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Arthurseat Clinic,Mpumalanga,Ehlanzeni,Arthurseat,Arthurseat,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Bushbuckridge Clinic,Mpumalanga,Ehlanzeni,Bushbuckridge,CBD,013 799 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Acornhoek Clinic,Mpumalanga,Ehlanzeni,Acornhoek,Acornhoek,013 795 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Thulamahashe Clinic,Mpumalanga,Ehlanzeni,Thulamahashe,Thulamahashe,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Dwarsloop Clinic,Mpumalanga,Ehlanzeni,Dwarsloop,Dwarsloop,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Mkhuhlu Clinic,Mpumalanga,Ehlanzeni,Mkhuhlu,Mkhuhlu,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Lillydale Clinic,Mpumalanga,Ehlanzeni,Lillydale,Lillydale,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Bethal Clinic,Mpumalanga,Gert Sibande,Bethal,CBD,017 647 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Embalenhle Clinic,Mpumalanga,Gert Sibande,Embalenhle,Embalenhle,017 685 4080,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Emzinoni Clinic,Mpumalanga,Gert Sibande,Bethal,Emzinoni,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
